1824;IFIP WORKING CONFERENCE ON VIRTUAL ENTERPRISES;PRO-VE;Work in Progress
1825;IFIP INTERNATIONAL CONFERENCE ON PROGRAMMING CONCEPTS AND METHODS;PROCOMET;Work in Progress
1826;INTERNATIONAL SYMPOSIUM ORGANIZED JOINTLY WITH WORKING GROUP PROVABLY CORRECT SYSTEMS ON FORMAL TECHNIQUES IN REAL-TIME AND FAULT-TOLERANT SYSTEMS;PROCOS;Work in Progress
1827;PRODUCT FOCUSED SOFTWARE PROCESS IMPROVEMENT;PROFES;B-
1828;PROGRAMMING MULTI-AGENT SYSTEMS;PROMAS;Work in Progress
1829;PREDICTIVE MODELS IN SOFTWARE ENGINEERING;PROMISE;Work in Progress
1830;INTERNATIONAL CONFERENCE ON COMPUTATIONAL PROCESSING OF PORTUGUESE;PROPOR;Work in Progress
1831;INTERNATIONAL CONFERENCE ON PROVABLE SECURITY;PROVSEC;Work in Progress
1832;PARALLEL RENDERING SYMPOSIUM;PRS;Work in Progress
1833;PACIFIC SYMPOSIUM ON BIOCOMPUTING;PSB;A
1834;POWER SYSTEMS COMPUTATION CONFERENCE;PSCC;Work in Progress
1835;IEEE PES POWER SYSTEMS CONFERENCE AND EXPOSITION;PSCE;Work in Progress
1836;PRIVACY IN STATISTICAL DATABASES;PSD;Work in Progress
1837;PROGNOSTICS AND SYSTEM HEALTH MANAGEMENT CONFERENCE;PSHMC;Work in Progress
1838;ERSHOV CONFERENCE;PSI;Work in Progress
1839;PACIFIC-RIM SYMPOSIUM ON IMAGE AND VIDEO TECHNOLOGY;PSIVT;B-
1840;CONFERENCE ON PRIVACY, SECURITY AND TRUST;PST;Work in Progress
1841;JOINT INTERNATIONAL CONFERENCE ON POWER SYSTEM TECHNOLOGY AND IEEE POWER INDIA CONFERENCE;PST-PIC;Work in Progress
1842;PHOTOVOLTAIC SPECIALISTS CONFERENCE;PVSC;Work in Progress
1843;INTERNATIONAL CONFERENCE ON PAIRING-BASED CRYPTOGRAPHY;PAIRING;Work in Progress
1844;INTERNATIONAL SYMPOSIUM ON PERVASIVE DISPLAYS;PERDIS;Work in Progress
1845;QUANTUM ELECTRONICS AND LASER SCIENCE CONFERENCE;QELS;Work in Progress
1846;INTERNATIONAL CONFERENCE ON QUANTITATIVE EVALUATION OF SYSTEMS;QEST;B-
1847;QUALITY OF MULTIMEDIA EXPERIENCE;QOMEX;Work in Progress
1848;INTERNATIONAL ACM SIGSOFT CONFERENCE ON THE QUALITY OF SOFTWARE ARCHITECTURES;QOSA;Work in Progress
1849;INTERNATIONAL CONFERENCE ON QUALITY SOFTWARE;QRS;B-
1850;INTERNATIONAL CONFERENCE ON HETEROGENEOUS NETWORKING FOR QUALITY, RELIABILITY, SECURITY AND ROBUSTNESS (WAS INTERNATIONAL CONFERENCE ON QUALITY OF SERVICE IN HETEROGENEOUS WIRED/WIRELESS NETWORKS);QSHINE;Work in Progress
1851;INTERNATIONAL CONFERENCE ON THE QUALITY OF INFORMATION AND COMMUNICATIONS TECHNOLOGY;QUATIC;Work in Progress
1852;ROBOTICS AND APPLICATIONS;RA;Work in Progress
1853;IEEE INTERNATIONAL RADAR CONFERENCE;RADAR;Work in Progress
1854;IEEE RADAR CONFERENCE;RADARCON;Work in Progress
1855;EUROPEAN CONFERENCE ON RADIATION AND ITS EFFECTS ON COMPONENTS AND SYSTEMS;RADECS;Work in Progress
1856;INTERNATIONAL CONFERENCE RADIOELEKTRONIKA;RADIOELEKTRONIKA;Work in Progress
1857;INTERNATIONAL SYMPOSIUM ON RECENT ADVANCES IN INTRUSION DETECTION;RAID;A+
1858;INTERNATIONAL CONFERENCE ON RECENT ADVANCES IN INFORMATION TECHNOLOGY;RAIT;Work in Progress
1859;ROBOTICS, AUTOMATION AND MECHATRONICS;RAM;Work in Progress
1860;RELIABILITY AND MAINTAINABILITY SYMPOSIUM;RAMS;Work in Progress
1861;INTERNATIONAL CONFERENCE ON RELATIONAL AND ALGEBRAICMETHODS IN COMPUTER SCIENCE (WAS INTERNATIONAL CONFERENCE ON RELATIONAL METHODS IN COMPUTER SCIENCE RELMICS);RAMICS;Work in Progress
1862;INTERNATIONAL WORKSHOP ON RANDOMIZATION AND COMPUTATION;RANDOM;Not Rated (now published as journal)
1863;RECENT ADVANCES IN NATURAL LANGUAGE PROCESSING;RANLP;Work in Progress
1864;INTERNATIONAL CONFERENCE ON RECENT ADVANCES IN SPACE TECHNOLOGIES;RAST;Work in Progress
1865;REVERSIBLE COMPUTATION;RC;Work in Progress
1866;INTERNATIONAL CONFERENCE ON RESEARCH CHALLENGES IN INFORMATION SCIENCE;RCIS;Work in Progress
1867;ANNUAL INTERNATIONAL CONFERENCE ON RESEARCH IN COMPUTATIONAL MOLECULAR BIOLOGY;RECOMB;B
1868;INTERNATIONAL CONFERENCE ON RECONFIGURABLE COMPUTING AND FPGAS;RECONFIG;Work in Progress
1869;INTERNATIONAL WORKSHOP ON RECONFIGURABLE COMMUNICATION-CENTRIC SYSTEMS-ON-CHIP;RECOSOC;Work in Progress
1870;ACM INTERNATIONAL CONFERENCE ON RECOMMENDER SYSTEMS;RECSYS;A
1871;RADIATION EFFECTS DATA WORKSHOP;REDW;Work in Progress
1872;REQUIREMENTS ENGINEERING EDUCATION AND TRAINING;REET;Work in Progress
1873;INTERNATIONAL WORKSHOP ON REQUIREMENTS ENGINEERING: FOUNDATION FOR SOFTWARE QUALITY;REFSQ;B-
1874;RURAL ELECTRIC POWER CONFERENCE;REPC;Work in Progress
1875;IEEE INTERNATIONAL CONFERENCE ON SEMANTIC COMPUTING;RESOURCE TRACK - ICSC;Work in Progress
1876;RADIO FREQUENCY INTEGRATED CIRCUITS SYMPOSIUM;RFIC;Work in Progress
1877;RFID-TECHNOLOGIES AND APPLICATIONS;RFID-TA;Work in Progress
1878;RADIO FREQUENCY IDENTIFICATION: SECURITY AND PRIVACY ISSUES;RFIDSEC;Work in Progress
1879;RIAO CONFERENCE;RIAO;Work in Progress
1880;INTERNATIONAL WORKSHOP ON RESEARCH ISSUES IN DATA ENGINEERING;RIDE;B-
1881;IEEE INTERNATIONAL SYMPOSIUM ON ROBOT AND HUMAN INTERACTIVE COMMUNICATION;RO-MAN;A-
1882;IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND BIOMIMETICS;ROBIO;B-
1883;ROBOT SOCCER WORLD CUP;ROBOCUP;B-
1884;GERMAN CONFERENCE ON ROBOTICS;ROBOTIK;Work in Progress
1885;RELIABILITY PHYSICS SYMPOSIUM;RPS;Work in Progress
1886;INTERNATIONAL CONFERENCE ON WEB REASONING AND RULE SYSTEMS;RR;Work in Progress
1887;ROUGH SETS AND KNOWLEDGE TECHNOLOGY;RSKT;Work in Progress
1888;IEEE INTERNATIONAL SYMPOSIUM ON RAPID SYSTEM PROTOTYPING (WAS IEEE SYMPOSIUM ON RAPID PROTOTYPING);RSP;Work in Progress
1889;ROBOTICS: SCIENCE AND SYSTEMS;RSS;A
1890;INTERNATIONAL CONFERENCE ON REWRITING TECHNIQUES AND APPLICATIONS;RTA;B
1891;IEEE REAL-TIME AND EMBEDDED TECHNOLOGY AND APPLICATIONS SYMPOSIUM;RTAS;A
1892;IEEE-NPSS REAL-TIME CONFERENCE;RTC;Work in Progress
1893;EMBEDDED AND REAL-TIME COMPUTING SYSTEMS AND APPLICATIONS;RTCSA;B
1894;INTERNATIONAL CONFERENCE ON REAL-TIME AND NETWORK SYSTEMS;RTNS;Work in Progress
1895;REAL TIME SYSTEMS SYMPOSIUM;RTSS;A+
1896;INTERNATIONAL CONFERENCE ON RULES AND RULE MARKUP LANGUAGES FOR THE SEMANTIC WEB;RULEML;Work in Progress
1897;INTERNATIONAL CONFERENCE ON RUNTIME VERIFICATION (WAS WORKSHOP PRE 2010);RV;Work in Progress
1898;IEEE RADIO AND WIRELESS CONFERENCE;RWC;Work in Progress
1899;IEEE RADIO AND WIRELESS SYMPOSIUM;RWS;Work in Progress
1900;"INTERNATIONAL SYMPOSIUM ""PROBLEMS OF REDUNDANCY IN INFORMATION AND CONTROL SYSTEMS""";REDUNDANCY;Work in Progress
1901;INTERNATIONAL CONFERENCE ON ROBOTICS, VISION, SIGNAL PROCESSING AND POWER APPLICATIONS (WAS ROVPIA);ROVISP;Work in Progress
1902;INTERNATIONAL JOINT CONFERENCE ON RULES AND REASONING;RULEML+RR;Work in Progress
1903;IEEE SYMPOSIUM ON SECURITY AND PRIVACY;S&P;A++
1904;INTERNATIONAL CONFERENCE ON SIMULATION OF ADAPTIVE BEHAVIOR;SAB;Work in Progress
1905;SELECTED AREAS IN CRYPTOGRAPHY;SAC;B
1906;INTERNATIONAL SYMPOSIUM ON APPLIED COMPUTATIONAL INTELLIGENCE AND INFORMATICS;SACI;Work in Progress
1907;ACM SYMPOSIUM ON ACCESS CONTROL MODELS AND TECHNOLOGIES;SACMAT;B
1908;INTERNATIONAL CONFERENCE ON COMPUTER SAFETY, RELIABILITY AND SECURITY;SAFECOMP;B-
1909;IFAC SYMPOSIUM ON FAULT DETECTION, SUPERVISION AND SAFETY OF TECHNICAL PROCESSES;SAFEPROCESS;Work in Progress
1910;ALGORITHMIC GAME THEORY;SAGT;Work in Progress
1911;SCIENCE AND INFORMATION CONFERENCE;SAI;Work in Progress
1912;CONFERENCE OF THE SOUTH AFRICAN INSTITUTE OF COMPUTER SCIENTISTS AND INFORMATION TECHNOLOGISTS;SAICSIT;Work in Progress
1913;INTERNATIONAL SYMPOSIUM ON APPLICATIONS AND THE INTERNET;SAINT;B
1914;INTERNATIONAL CONFERENCE ON SECURITY AND MANAGEMENT;SAM;Work in Progress
1915;INTERNATIONAL SYMPOSIUM ON APPLIED MACHINE INTELLIGENCE AND INFORMATICS;SAMI;Work in Progress
1916;IEEE INTERNATIONAL CONFERENCE ON SOFTWARE ANALYSIS, EVOLUTION AND REENGINEERING;SANER;B-
1917;ACM SYMPOSIUM ON APPLIED PERCEPTION;SAP;Work in Progress
1918;SYMPOSIUM ON ABSTRACTION, REFORMULATION AND APPROXIMATION;SARA;Work in Progress
1919;IEEE SARNOFF SYMPOSIUM;SARNOFF;Work in Progress
1920;STATIC ANALYSIS SYMPOSIUM;SAS;B
1921;SIMULATION AND SYNTHESIS IN MEDICAL IMAGING;SASHIMI;Work in Progress
1922;SECURITY OF AD HOC AND SENSOR NETWORKS;SASN;Work in Progress
1923;SELF-ADAPTIVE AND SELF-ORGANIZING SYSTEMS;SASO;Work in Progress
1924;INTERNATIONAL CONFERENCE ON THEORY AND APPLICATIONS OF SATISFIABILITY TESTING;SAT;A-
1925;INTERNATIONAL SYMPOSIUM ON COMPUTER ARCHITECTURE AND HIGH PERFORMANCE COMPUTING;SBAC-PAD;Work in Progress
1926;SIMPÓSIO BRASILEIRO DE COMPONENTES, ARQUITETURAS E REUTILIZAÇÃO DE SOFTWARE;SBCARS;Work in Progress
1927;SYMPOSIUM ON INTEGRATED CIRCUITS AND SYSTEMS DESIGN;SBCCI;Work in Progress
1928;BRAZILIAN SYMPOSIUM ON SOFTWARE ENGINEERING;SBES;Work in Progress
1929;SIMPÓSIO BRASILEIRO DE ENGENHARIA DE SISTEMAS COMPUTACIONAIS;SBESC;Work in Progress
1930;SIMPÓSIO BRASILEIRO DE JOGOS E ENTRETENIMENTO DIGITAL;SBGAMES;Work in Progress
1931;BRAZILIAN SYMPOSIUM ON ARTIFICIAL INTELLIGENCE;SBIA;Work in Progress
1932;EUROGRAPHICS WORKSHOP ON SKETCH-BASED INTERFACES AND MODELING;SBIM;Work in Progress
1933;SIMPÓSIO BRASILEIRO DE LINGUAGENS DE PROGRAMAÇÃO;SBLP;Work in Progress
1934;SIMPÓSIO BRASILEIRO DE MÉTODOS FORMAIS;SBMF;Work in Progress
1935;SIMPÓSIO BRASILEIRO DE REDES DE COMPUTADORES E SISTEMAS DISTRIBUÍDOS;SBRC;Work in Progress
1936;BRAZILIAN SYMPOSIUM ON NEURAL NETWORKS;SBRN;Work in Progress
1937;ACM/IEEE CONFERENCE ON HIGH PERFORMANCE NETWORKING AND COMPUTING;SC;A+
1938;ACM SIGGRAPH / EUROGRAPHICS SYMPOSIUM ON COMPUTER ANIMATION;SCA;A
1939;IEEE INTERNATIONAL WORKSHOP ON SOURCE CODE ANALYSIS AND MANIPULATION;SCAM;B-
1940;ANNUAL SYMPOSIUM ON COMPUTER APPLICATION IN MEDICAL CARE;SCAMC;Work in Progress
1941;GAMM / IMACS INTERNATIONAL SYMPOSION ON SCIENTIFIC COMPUTING COMPUTER ARITHMETIC AND VALIDATED NUMERICS;SCAN;Work in Progress
1942;INTERNATIONAL CONFERENCE OF THE CHILEAN COMPUTER SCIENCE SOCIETY;SCCC;Work in Progress
1943;SPRING CONFERENCE ON COMPUTER GRAPHICS;SCCG;Work in Progress
1944;SCANDINAVIAN CONFERENCE ON IMAGE ANALYSIS;SCIA;Work in Progress
1945;SOFTWARE CONFIGURATION MANAGEMENT WORKSHOP;SCM;Work in Progress
1946;CONFERENCE ON SECURITY AND CRYPTOGRAPHY FOR NETWORKS;SCN;Work in Progress
1947;INTERNATIONAL WORKSHOP ON SOFTWARE AND COMPILERS FOR EMBEDDED SYSTEMS;SCOPES;Work in Progress
1948;STUDENT CONFERENCE ON RESEARCH AND DEVELOPMENT;SCORED;Work in Progress
1949;INTERNATIONAL CONFERENCE ON SIGNALS, CIRCUITS AND SYSTEMS;SCS;Work in Progress
1950;SUMMER COMPUTER SIMULATION CONFERENCE;SCSC;Work in Progress
1951;IEEE WORKSHOP ON SPEECH CODING FOR TELECOMMUNICATIONS;SCT;Work in Progress
1952;STRUCTURE IN COMPLEXITY THEORY ANNUAL CONFERENCE;SCTAC;Work in Progress
1953;SYMPOSIUM ON COMMUNICATIONS AND VEHICULAR TECHNOLOGY IN THE BENELUX;SCVT;Work in Progress
1954;INTERNATIONAL SYMPOSIUM ON SOFTWARE COMPOSITION;SC_A;Work in Progress
1955;SOFTWARE ENGINEERING SYMPOSIUM ON PRACTICAL SOFTWARE DEVELOPMENT ENVIRONMENTS;SDE;Work in Progress
1956;INTERNATIONAL SYMPOSIUM ON SPATIAL DATA HANDLING;SDH;Work in Progress
1957;SIAM INTERNATIONAL CONFERENCE ON DATA MINING;SDM;A
1958;INTERNATIONAL SYMPOSIUM ON EXPERIMENTAL ALGORITHMS;SEA;B-
1959;EUROMICRO CONFERENCE ON SOFTWARE ENGINEERING AND ADVANCED APPLICATIONS;SEAA;B-
1960;ASIA-PACIFIC CONFERENCE ON SIMULATED EVOLUTION AND LEARNING;SEAL;Work in Progress
1961;INTERNATIONAL SYMPOSIUM ON SOFTWARE ENGINEERING FOR ADAPTIVE AND SELF-MANAGING SYSTEMS;SEAMS;B
1962;IEEE CONFERENCE ON SENSOR MESH AND AD HOC COMMUNICATIONS AND NETWORKS;SECON;A-
1963;INTERNATIONAL CONFERENCE ON INFORMATION SECURITY AND CRYPTOGRAPHY;SECRYPT;Work in Progress
1964;INTERNATIONAL CONFERENCE ON SECURITY AND PRIVACY FOR COMMUNICATION NETWORKS;SECURECOMM;B-
1965;USENIX SECURITY SYMPOSIUM;SECURITY;A++
1966;INTERNATIONAL CONFERENCE ON EMERGING SECURITY INFORMATION, SYSTEMS AND TECHNOLOGIES;SECURWARE;Work in Progress
1967;IEEE INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING AND FORMAL METHODS;SEFM;B-
1968;INTERNATIONAL CONFERENCE ON SUSTAINABLE ENERGY INFORMATION TECHNOLOGY;SEIT;Work in Progress
1969;INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING;SEKE;B-
1970;SWARM, EVOLUTIONARY, AND MEMETIC COMPUTING;SEMCCO;Work in Progress
1971;SEMICONDUCTOR THERMAL MEASUREMENT AND MANAGEMENT SYMPOSIUM;SEMI-THERM;Work in Progress
1972;INTERNATIONAL CONFERENCE ON SENSOR TECHNOLOGIES AND APPLICATIONS;SENSORCOMM;Work in Progress
1973;IEEE SENSORS;SENSORS;Work in Progress
1974;ACM CONFERENCE ON EMBEDDED NETWORKED SENSOR SYSTEMS;SENSYS;A++
1975;INTERNATIONAL CONFERENCE ON SEQUENCES AND THEIR APPLICATIONS;SEQAPP;Work in Progress
1976;ACIS CONFERENCE ON SOFTWARE ENGINEERING RESEARCH, MANAGEMENT AND APPLICATIONS;SERA;Work in Progress
1977;INTERNATIONAL CONFERENCE ON SOFTWARE SECURITY AND RELIABILITY;SERE;Work in Progress
1978;INTERNATIONAL CONFERENCE: SCIENCES OF ELECTRONICS, TECHNOLOGIES OF INFORMATION AND TELECOMMUNICATION;SETIT;Work in Progress
1979;HELLENIC CONFERENCE ON ARTIFICIAL INTELLIGENCE;SETN;Work in Progress
1980;INTERNATIONAL SYMPOSIUM ON SOFTWARE ENGINEERING: THEORIES, TOOLS, AND APPLICATIONS;SETTA;Work in Progress
1981;ANNUAL SOFTWARE ENGINEERING WORKSHOP;SEW;Work in Progress
1982;SYMPOSIUM ON FRONTIERS OF MASSIVELY PARALLEL COMPUTATION;SFMPC;Work in Progress
1983;SMART GRAPHICS;SG;Work in Progress
1984;SGAI INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE;SGAI;Work in Progress
1985;SYMPOSIUM ON GEOMETRY PROCESSING;SGP;B
1986;SIAM CONFERENCE ON PARALLEL PROCESSING FOR SCIENTIFIC COMPUTING;SIAM-PPSC;Work in Progress
1987;BRAZILIAN SYMPOSIUM ON COMPUTER GRAPHICS AND IMAGE PROCESSING;SIBGRAPI;B-
1988;COLLOQUIUM ON STRUCTURAL INFORMATION AND COMMUNICATION COMPLEXITY;SIROCCO;B-
1989;SOCIETY OF INSTRUMENT AND CONTROL ENGINEERS OF JAPAN;SICE;Work in Progress
1990;SYSTEMS AND INFORMATION ENGINEERING DESIGN SYMPOSIUM;SIEDS;Work in Progress
1991;INTERNATIONAL SYMPOSIUM ON INDUSTRIAL EMBEDDED SYSTEMS;SIES;Work in Progress
1992;ACM CONFERENCE ON APPLICATIONS, TECHNOLOGIES, ARCHITECTURES, AND PROTOCOLS FOR COMPUTER COMMUNICATION;SIGCOMM;A++
1993;SPECIAL INTEREST GROUP ON COMPUTER PERSONNEL RESEARCH ANNUAL CONFERENCE;SIGCPR;Work in Progress
1994;ACM SPECIAL INTEREST GROUP ON COMPUTER SCIENCE EDUCATION CONFERENCE;SIGCSE;A
1995;ANNUAL MEETING OF THE SPECIAL INTEREST GROUP ON DISCOURSE AND DIALOG;SIGDIAL;B
1996;ACM INTERNATIONAL CONFERENCE ON DESIGN OF COMMUNICATION;SIGDOC;Work in Progress
1997;INTERNATIONAL SIGE TECHNOLOGY AND DEVICE MEETING;SIGETDM;Work in Progress
1998;ACM INTERNATIONAL CONFERENCE ON COMPUTER GRAPHICS AND INTERACTIVE TECHNIQUES;SIGGRAPH;Not Rated (now published as journal)
1999;ACM INTERNATIONAL CONFERENCE ON RESEARCH AND DEVELOPMENT IN INFORMATION RETRIEVAL;SIGIR;A++
2000;ACM INFORMATION TECHNOLOGY EDUCATION;SIGITE;Work in Progress
2001;MEASUREMENT AND MODELING OF COMPUTER SYSTEMS;SIGMETRICS;Not Rated (now published as journal)
2002;ACM SIGMOD INTERNATIONAL CONFERENCE ON MANAGEMENT OF DATA;SIGMOD;A++
2003;ACM INTERNATIONAL CONFERENCE ON ADVANCES IN GEOGRAPHIC INFORMATION SYSTEMS;SIGSPATIAL;B
2004;ACM SIGUCCS CONFERENCE ON USER SERVICES;SIGUCCS;Work in Progress
2005;IEEE/SICE INTERNATIONAL SYMPOSIUM ON SYSTEM INTEGRATION;SII;Work in Progress
2006;INTERNATIONAL CONFERENCE ON STANDARDIZATION AND INNOVATION IN INFORMATION TECHNOLOGY;SIIT;Work in Progress
2007;SIMULATION, MODELING, AND PROGRAMMING FOR AUTONOMOUS ROBOTS;SIMPAR;Work in Progress
2008;INTERNATIONAL CONFERENCE ON ADVANCES IN SYSTEM SIMULATION;SIMUL;Work in Progress
2009;INTERNATIONAL CONFERENCE ON SIMULATION AND MODELING METHODOLOGIES, TECHNOLOGIES AND APPLICATIONS;SIMULTECH;Work in Progress
2010;SIMULATION TOOLS AND TECHNIQUES FOR COMMUNICATIONS, NETWORKS AND SYSTEM;SIMUTOOLS;Work in Progress
2011;INTERNATIONAL CONFERENCE ON SECURITY OF INFORMATION AND NETWORKS;SIN;Work in Progress
2012;IEEE TRANSACTIONS ON SIGNAL AND INFORMATION PROCESSING OVER NETWORKS;SIPN;Work in Progress
2013;IEEE WORKSHOP ON SIGNAL PROCESSING SYSTEMS DESIGN AND IMPLEMENTATION;SIPS;B
2014;TOPICAL MEETING ON SILICON MONOLITHIC INTEGRATED CIRCUITS IN RF SYSTEMS;SIRF;Work in Progress
2015;INTERNATIONAL CONFERENCE ON SIMILARITY SEARCH AND APPLICATIONS;SISAP;Work in Progress
2016;INTERNATIONAL CONFERENCE ON SIMULATION OF SEMICONDUCTOR PROCESSES AND DEVICES;SISPAD;Work in Progress
2017;INTERNATIONAL SYMPOSIUM ON INTELLIGENT SYSTEMS AND INFORMATICS;SISY;Work in Progress
2018;SIGNAL-IMAGE TECHNOLOGY AND INTERNET-BASED SYSTEMS;SITIS;Work in Progress
2019;SIGNAL PROCESSING AND COMMUNICATIONS APPLICATIONS CONFERENCE;SIU;Work in Progress
2020;INTERNATIONAL CONFERENCE ON SEMANTICS KNOWLEDGE AND GRID;SKG;Work in Progress
2021;SYMPOSIUM ON LANGUAGES, APPLICATIONS AND TECHNOLOGIES;SLATE;Work in Progress
2022;INTERNATIONAL CONFERENCE ON SOFTWARE LANGUAGE ENGINEERING;SLE;B-
2023;SYSTEM-LEVEL INTERCONNECT PREDICTION;SLIP;Work in Progress
2024;IEEE SPOKEN LANGUAGE TECHNOLOGY WORKSHOP;SLT;B
2025;ACM SYMPOSIUM ON SOLID MODELING AND APPLICATIONS;SM;Work in Progress
2026;INTERNATIONAL CONFERENCE ON SHAPE MODELING AND APPLICATIONS;SMA;Work in Progress
2027;INTERNATIONAL WORKSHOP ON SEMANTIC AND SOCIAL MEDIA ADAPTATION AND PERSONALIZATION;SMAP;Work in Progress
2028;INTERNATIONAL CONFERENCE ON SMART GRID COMMUNICATIONS;SMARTGRIDCOMM;Work in Progress
2029;IEEE CONFERENCE ON SYSTEMS, MAN AND CYBERNETICS;SMC;A-
2030;SOUND AND MUSIC COMPUTING CONFERENCE;SMC_A;Work in Progress
2031;IEEE INTERNATIONAL CONFERENCE ON SHAPE MODELING AND APPLICATIONS;SMI;Work in Progress
2032;SENSOR NETWORKS AND APPLICATIONS;SNA;Work in Progress
2033;SOCIAL NETWORK MINING AND ANALYSIS;SNAKDD;Work in Progress
2034;INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING, ARTIFICIAL INTELLIGENCE, NETWORKING AND PARALLEL/DISTRIBUTED COMPUTING;SNPD;Work in Progress
2035;SOCIAL NETWORK SYSTEMS;SNS;Work in Progress
2036;IEEE SILICON NANOELECTRONICS WORKSHOP;SNW;Work in Progress
2037;INTERNATIONAL SYMPOSIUM ON SYSTEM-ON-CHIP;SOC;Work in Progress
2038;IEEE INTERNATIONAL CONFERENCE ON SERVICE-ORIENTED COMPUTING AND APPLICATIONS;SOCA;Work in Progress
2039;IEEE INTERNATIONAL SOC CONFERENCE;SOCC;Work in Progress
2040;ANNUAL ACM SYMPOSIUM ON COMPUTATIONAL GEOMETRY;SOCG;A
2041;INTERNATIONAL CONFERENCE ON SOCIAL COMPUTING;SOCIALCOM;Work in Progress
2042;INTERNATIONAL WORKSHOP ON SOCIAL INFORMATICS;SOCINFO;Work in Progress
2043;SOFT COMPUTING;SOCO;Work in Progress
2044;SOFT COMPUTING AND PATTERN RECOGNITION;SOCPAR;Work in Progress
2045;ACM-SIAM SYMPOSIUM ON DISCRETE ALGORITHMS;SODA;A+
2046;INTERNATIONAL WORKSHOP ON SOFT COMPUTING APPLICATIONS;SOFA;Work in Progress
2047;CONFERENCE ON CURRENT TRENDS IN THEORY AND PRACTICE OF COMPUTER SCIENCE;SOFSEM;B-
2048;CONFERENCE ON SOFTWARE IN TELECOMMUNICATIONS AND COMPUTER NETWORKS;SOFTCOM;Work in Progress
2049;SOFTWARE VISUALIZATION;SOFTVIS;B-
2050;INTERNATIONAL SOI CONFERENCE;SOI;Work in Progress
2051;INTERNATIONAL CONFERENCE ON SERVICE OPERATIONS AND LOGISTICS, AND INFORMATICS;SOLI;Work in Progress
2052;INTERNATIONAL SYMPOSIUM ON SERVICE-ORIENTED SYSTEM ENGINEERING;SOSE;Work in Progress
2053;ACM SIGOPS SYMPOSIUM ON OPERATING SYSTEMS PRINCIPLES;SOSP;A++
2054;SYMPOSIUM ON SDN RESEARCH;SOSR;Work in Progress
2055;SYMPOSIUM ON USABLE PRIVACY AND SECURITY;SOUPS;A-
2056;SOUTHEASTCON;SOUTHEASTCON;Work in Progress
2057;ACM SYMPOSIUM ON PARALLEL ALGORITHMS AND ARCHITECTURES;SPAA;A
2058;IEEE INTERNATIONAL WORKSHOP ON SIGNAL PROCESSING ADVANCES IN WIRELESS COMMUNICATIONS;SPAWC;B
2059;INTERNATIONAL CONFERENCE ON SECURITY AND PRIVACY IN COMMUNICATION SYSTEMS;SPCS;Work in Progress
2060;INTERNATIONAL SYMPOSIUM ON PERFORMANCE EVALUATION OF COMPUTER AND TELECOMMUNICATION SYSTEMS;SPECTS;Work in Progress
2061;INTERNATIONAL CONFERENCE ON SUSTAINABLE POWER GENERATION AND SUPPLY;SPGS;Work in Progress
2062;WORKSHOP ON SIGNAL PROPAGATION ON INTERCONNECTS;SPI;Work in Progress
2063;INTERNATIONAL SOFTWARE PROCESS IMPROVEMENT AND CAPABILITY DETERMINATION CONFERENCE;SPICE;Work in Progress
2064;INTERNATIONAL WORKSHOP ON MODEL CHECKING SOFTWARE;SPIN;Work in Progress
2065;INTERNATIONAL SYMPOSIUM ON STRING PROCESSING AND INFORMATION RETRIEVAL;SPIRE;B
2066;ACM CONFERENCE ON SYSTEMS, PROGRAMMING, LANGUAGES AND APPLICATIONS: SOFTWARE FOR HUMANITY;SPLASH;Work in Progress
2067;SOFTWARE PRODUCT LINE CONFERENCE;SPLC;A-
2068;ACM SYMPOSIUM ON SOLID AND PHYSICAL MODELLING;SPM;B-
2069;SPRING SIMULATION MULTICONFERENCE;SPRINGSIM;Work in Progress
2070;SECURITY AND PRIVACY IN SMARTPHONES AND MOBILE DEVICES;SPSM;Work in Progress
2071;INTERNATIONAL CONFERENCE ON SOFTWARE QUALITY MANAGEMENT;SQM;Work in Progress
2072;SYMPOSIUM ON RELIABLE DISTRIBUTED SYSTEMS;SRDS;B
2073;STORAGE AND RETRIEVAL FOR MEDIA DATABASES (WAS STORAGE AND RETRIEVAL FOR IMAGE AND VIDEO DATABASES);SRMD;Not Rated (discontinued event)
2074;IEEE WORKSHOP ON STATISTICAL SIGNAL AND ARRAY PROCESSING;SSAP;Work in Progress
2075;INTERNATIONAL SYMPOSIUM ON SEARCH BASED SOFTWARE ENGINEERING;SSBSE;Work in Progress
2076;IEEE SYMPOSIUM SERIES ON COMPUTATIONAL INTELLIGENCE;SSCI;Work in Progress
2077;INTERNATIONAL MULTI-CONFERENCE ON SYSTEMS, SIGNALS AND DEVICES;SSD;Work in Progress
2078;INTERNATIONAL CONFERENCE ON SCIENTIFIC AND STATISTICAL DATA BASE MANAGEMENT;SSDBM;B
2079;SOUTHWEST SYMPOSIUM ON IMAGE ANALYSIS AND INTERPRETATION;SSIAI;Work in Progress
2080;INTERNATIONAL CONFERENCE ON SOLID-STATE AND INTEGRATED CIRCUITS TECHNOLOGY;SSICT;Work in Progress
